21.0,20.0
10.0,9.0
12.0,14.0
11.0,11.0
14.0,13.0
21.0,20.0
14.0,15.0
13.0,11.0
16.0,16.0
14.0,13.0
12.0,13.0
11.0,11.0
13.0,14.0
20.0,21.0
16.0,19.0
10.0,9.0
18.0,17.0
19.0,22.0
14.0,14.0
13.0,16.0
28.0,32.0
16.0,15.0
5.0,7.0
13.0,13.0
25.0,27.0
18.0,17.0
12.0,11.0
16.0,17.0
17.0,17.0
14.0,14.0
12.0,14.0
16.0,14.0
13.0,11.0
15.0,15.0
20.0,20.0
16.0,15.0
11.0,11.0
7.0,6.0
29.0,26.0
8.0,10.0
12.0,12.0
18.0,18.0
6.0,6.0
14.0,13.0
9.0,8.0
13.0,11.0
14.0,13.0
15.0,15.0
16.0,17.0
11.0,12.0
9.0,10.0
5.0,6.0
26.0,26.0
17.0,16.0
13.0,13.0
13.0,11.0
6.0,6.0
18.0,21.0
14.0,15.0
22.0,22.0
15.0,13.0
10.0,11.0
16.0,14.0
15.0,14.0
24.0,26.0
17.0,18.0
8.0,10.0
18.0,19.0
20.0,21.0
17.0,18.0
11.0,12.0
7.0,6.0
13.0,11.0
10.0,9.0
12.0,13.0
11.0,9.0
12.0,12.0
9.0,10.0
9.0,8.0
8.0,5.0
20.0,18.0
16.0,17.0
22.0,20.0
6.0,6.0
18.0,15.0
18.0,16.0
19.0,17.0
20.0,16.0
12.0,13.0
10.0,11.0
13.0,15.0
21.0,19.0
14.0,14.0
6.0,6.0
13.0,14.0
10.0,12.0
4.0,4.0
16.0,15.0
14.0,15.0
14.0,14.0
23.0,18.0
25.0,25.0
16.0,16.0
16.0,15.0
6.0,7.0
22.0,24.0
4.0,4.0
15.0,15.0
37.0,37.0
12.0,13.0
6.0,7.0
21.0,21.0
10.0,9.0
12.0,13.0
18.0,17.0
10.0,8.0
16.0,17.0
20.0,20.0
8.0,10.0
16.0,18.0
16.0,15.0
14.0,16.0
12.0,10.0
15.0,13.0
17.0,20.0
24.0,26.0
12.0,12.0
12.0,12.0
25.0,22.0
13.0,13.0
18.0,21.0
16.0,18.0
5.0,6.0
11.0,12.0
16.0,17.0
11.0,9.0
16.0,14.0
9.0,8.0
9.0,8.0
4.0,6.0
20.0,19.0
22.0,23.0
11.0,11.0
10.0,12.0
17.0,17.0
18.0,18.0
12.0,12.0
10.0,9.0
16.0,14.0
30.0,26.0
13.0,15.0
20.0,18.0
24.0,22.0
11.0,10.0
9.0,9.0
14.0,12.0
19.0,21.0
24.0,24.0
13.0,13.0
7.0,5.0
23.0,21.0
16.0,18.0
7.0,9.0
10.0,13.0
13.0,14.0
7.0,9.0
7.0,6.0
13.0,13.0
24.0,26.0
11.0,11.0
10.0,10.0
18.0,16.0
15.0,15.0
11.0,11.0
27.0,28.0
14.0,12.0
13.0,14.0
20.0,18.0
13.0,15.0
23.0,22.0
11.0,12.0
14.0,14.0
10.0,10.0
23.0,23.0
12.0,13.0
9.0,11.0
18.0,16.0
12.0,12.0
27.0,28.0
16.0,15.0
13.0,12.0
13.0,13.0
11.0,12.0
13.0,14.0
13.0,14.0
21.0,19.0
12.0,10.0
25.0,22.0
15.0,15.0
9.0,8.0
24.0,21.0
15.0,14.0
7.0,8.0
14.0,14.0
16.0,17.0
15.0,16.0
23.0,21.0
12.0,12.0
15.0,16.0
16.0,16.0
8.0,8.0
12.0,12.0
25.0,22.0
24.0,21.0
22.0,25.0
19.0,18.0
11.0,11.0
14.0,15.0
19.0,19.0
9.0,10.0
17.0,18.0
12.0,12.0
17.0,17.0
10.0,11.0
21.0,21.0
11.0,10.0
18.0,22.0
12.0,11.0
11.0,10.0
10.0,12.0
16.0,16.0
11.0,10.0
12.0,12.0
15.0,16.0
15.0,15.0
11.0,11.0
24.0,25.0
19.0,19.0
18.0,17.0
4.0,5.0
20.0,22.0
11.0,11.0
16.0,20.0
16.0,13.0
15.0,16.0
14.0,14.0
15.0,14.0
13.0,14.0
16.0,16.0
13.0,11.0
12.0,10.0
16.0,15.0
20.0,20.0
21.0,23.0
8.0,8.0
18.0,18.0
14.0,14.0
7.0,6.0
25.0,25.0
12.0,13.0
15.0,14.0
5.0,5.0
11.0,11.0
10.0,11.0
21.0,18.0
19.0,18.0
9.0,11.0
23.0,22.0
11.0,12.0
13.0,13.0
13.0,12.0
27.0,25.0
18.0,14.0
13.0,14.0
17.0,17.0
17.0,19.0
12.0,12.0
8.0,7.0
15.0,15.0
9.0,9.0
8.0,7.0
13.0,15.0
11.0,9.0
14.0,13.0
8.0,9.0
16.0,15.0
14.0,12.0
13.0,13.0
14.0,16.0
8.0,8.0
11.0,11.0
18.0,16.0
14.0,16.0
17.0,14.0
25.0,24.0
14.0,13.0
15.0,15.0
14.0,14.0
12.0,11.0
19.0,19.0
17.0,16.0
19.0,19.0
12.0,11.0
15.0,13.0
18.0,17.0
26.0,25.0
13.0,12.0
8.0,10.0
5.0,8.0
11.0,13.0
22.0,19.0
11.0,13.0
9.0,9.0
12.0,10.0
21.0,20.0
18.0,15.0
13.0,14.0
26.0,25.0
14.0,13.0
18.0,16.0
24.0,28.0
20.0,19.0
20.0,18.0
14.0,13.0
20.0,20.0
16.0,16.0
12.0,11.0
22.0,21.0
17.0,17.0
18.0,17.0
19.0,18.0
10.0,11.0
15.0,17.0
13.0,15.0
11.0,9.0
16.0,17.0
11.0,11.0
9.0,9.0
8.0,8.0
13.0,13.0
12.0,11.0
10.0,10.0
17.0,18.0
13.0,13.0
15.0,14.0
10.0,11.0
8.0,8.0
14.0,13.0
20.0,17.0
14.0,13.0
9.0,8.0
15.0,15.0
25.0,24.0
18.0,18.0
17.0,16.0
9.0,9.0
8.0,8.0
22.0,22.0
11.0,13.0
11.0,12.0
10.0,9.0
21.0,22.0
19.0,20.0
19.0,20.0
18.0,17.0
14.0,14.0
29.0,30.0
17.0,19.0
11.0,11.0
6.0,6.0
26.0,29.0
15.0,13.0
21.0,20.0
11.0,9.0
25.0,26.0
